Age,Age Group,City,customer_code,Year,Quarter,Month,Day,Sum of Estimated Settlement Amount,Sum of Final Premium Amount,Sum of Settlement %
19,18-24,Mumbai,SUNC7,2005,Qtr 4,October,24,₹ 10409,7725,0.348
19,18-24,Mumbai,SUNDDC,2005,Qtr 3,August,25,₹ 57269,42500,0.348
19,18-24,Mumbai,SUNDDR,2005,Qtr 1,February,22,₹ 6872,5100,0.348
19,18-24,Mumbai,SUNDJP,2005,Qtr 1,February,26,₹ 7074,5250,0.348
19,18-24,Mumbai,SUNDQ6E,2005,Qtr 2,May,18,₹ 22953,17034,0.348
19,18-24,Mumbai,SUNDQU,2005,Qtr 2,May,25,₹ 10308,7650,0.348
19,18-24,Mumbai,SUNDYQ,2005,Qtr 2,June,2,₹ 6872,5100,0.348
19,18-24,Mumbai,SUNEHG,2005,Qtr 3,August,20,₹ 10308,7650,0.348
19,18-24,Mumbai,SUNF8V,2005,Qtr 1,March,29,₹ 10612,7875,0.348
19,18-24,Mumbai,SUNFQU,2005,Qtr 1,March,31,₹ 7074,5250,0.348
19,18-24,Mumbai,SUNFVZ,2005,Qtr 2,April,28,₹ 10308,7650,0.348
19,18-24,Mumbai,SUNGC2,2005,Qtr 2,April,24,₹ 29551,21930,0.348
19,18-24,Mumbai,SUNGHA,2005,Qtr 4,October,3,₹ 10612,7875,0.348
19,18-24,Mumbai,SUNGQ3,2005,Qtr 1,February,1,₹ 44852,33285,0.348
19,18-24,Mumbai,SUNGX,2005,Qtr 1,March,22,₹ 23628,17535,0.348
19,18-24,Mumbai,SUNGZR,2005,Qtr 1,January,11,₹ 10308,7650,0.348
19,18-24,Mumbai,SUNH600,2005,Qtr 2,June,10,₹ 10612,7875,0.348
19,18-24,Mumbai,SUNIUZX,2005,Qtr 1,February,28,₹ 10409,7725,0.348
19,18-24,Mumbai,SUNIV4,2005,Qtr 3,September,28,₹ 6872,5100,0.348
19,18-24,Mumbai,SUNJF2W,2005,Qtr 3,September,8,₹ 6872,5100,0.348
19,18-24,Mumbai,SUNJMST,2005,Qtr 1,March,19,₹ 22953,17034,0.348
19,18-24,Mumbai,SUNLCWR,2005,Qtr 1,March,17,₹ 164934,122400,0.348
19,18-24,Mumbai,SUNLX28,2005,Qtr 2,May,15,₹ 7074,5250,0.348
19,18-24,Mumbai,SUNMIF,2005,Qtr 4,October,5,₹ 6738,5000,0.348
19,18-24,Mumbai,SUNMQE,2005,Qtr 1,February,2,₹ 7074,5250,0.348
19,18-24,Mumbai,SUNNH5O,2005,Qtr 1,January,11,₹ 7074,5250,0.348
19,18-24,Mumbai,SUNO6CY,2005,Qtr 2,April,7,₹ 23178,17201,0.348
19,18-24,Mumbai,SUNO8C1,2005,Qtr 2,June,11,₹ 6738,5000,0.348
19,18-24,Mumbai,SUNP3BU,2005,Qtr 3,September,12,₹ 30420,22575,0.348
19,18-24,Mumbai,SUNP9PO,2005,Qtr 4,October,31,₹ 6872,5100,0.348
19,18-24,Mumbai,SUNPPEW,2005,Qtr 1,March,29,₹ 6872,5100,0.348
19,18-24,Mumbai,SUNQIB8,2005,Qtr 1,February,1,₹ 10308,7650,0.348
19,18-24,Mumbai,SUNQUF1,2005,Qtr 3,August,2,₹ 10308,7650,0.348
19,18-24,Mumbai,SUNR78E,2005,Qtr 2,April,27,₹ 6872,5100,0.348
19,18-24,Mumbai,SUNSVVB,2005,Qtr 1,January,20,₹ 30420,22575,0.348
19,18-24,Mumbai,SUNVE9,2005,Qtr 3,September,8,₹ 6738,5000,0.348
19,18-24,Mumbai,SUNW6T3,2005,Qtr 1,March,26,₹ 6872,5100,0.348
19,18-24,Mumbai,SUNWCQH,2005,Qtr 2,June,20,₹ 44852,33285,0.348
19,18-24,Mumbai,SUNWD,2005,Qtr 3,July,22,₹ 16655,12360,0.348
19,18-24,Mumbai,SUNXZNS,2005,Qtr 2,April,17,₹ 29551,21930,0.348
19,18-24,Mumbai,SUNYMI,2005,Qtr 2,June,14,₹ 30420,22575,0.348
19,18-24,Mumbai,SUNZ1E,2005,Qtr 1,March,12,₹ 6738,5000,0.348
20,18-24,Chennai,SUN08X,2004,Qtr 1,January,6,₹ 23200,17034,0.362
20,18-24,Chennai,SUN2964,2004,Qtr 3,August,26,₹ 7151,5250,0.362
20,18-24,Chennai,SUN2OW9,2004,Qtr 1,January,15,₹ 7014,5150,0.362
20,18-24,Chennai,SUN2ZTK,2004,Qtr 4,November,8,₹ 7151,5250,0.362
20,18-24,Chennai,SUN3E8,2004,Qtr 4,November,28,₹ 7151,5250,0.362
20,18-24,Chennai,SUN3HAK,2004,Qtr 2,May,15,₹ 7151,5250,0.362
20,18-24,Chennai,SUN4IHU,2004,Qtr 3,August,18,₹ 17161,12600,0.362
20,18-24,Chennai,SUN4M8,2004,Qtr 4,October,4,₹ 6946,5100,0.362
20,18-24,Chennai,SUN4ZS,2004,Qtr 2,April,29,₹ 10726,7875,0.362
20,18-24,Chennai,SUN6RN,2004,Qtr 1,January,18,₹ 10419,7650,0.362
20,18-24,Chennai,SUN7S,2004,Qtr 1,March,30,₹ 10726,7875,0.362
20,18-24,Chennai,SUN84S,2004,Qtr 1,February,17,₹ 7151,5250,0.362
20,18-24,Chennai,SUN855,2004,Qtr 3,September,30,₹ 22745,16700,0.362
20,18-24,Chennai,SUN8EX1,2004,Qtr 1,February,11,₹ 6810,5000,0.362
20,18-24,Chennai,SUN8SHG,2004,Qtr 2,June,18,₹ 6946,5100,0.362
20,18-24,Chennai,SUN9BC,2004,Qtr 3,September,22,₹ 6946,5100,0.362
20,18-24,Chennai,SUN9I3,2004,Qtr 4,December,26,₹ 30747,22575,0.362
20,18-24,Chennai,SUNAVT,2004,Qtr 4,November,2,₹ 10521,7725,0.362
20,18-24,Chennai,SUNBSB,2004,Qtr 1,January,5,₹ 6946,5100,0.362
20,18-24,Chennai,SUNDR,2004,Qtr 2,April,24,₹ 16344,12000,0.362
20,18-24,Chennai,SUNDV,2004,Qtr 2,June,7,₹ 16671,12240,0.362
20,18-24,Chennai,SUNEEB,2004,Qtr 4,November,7,₹ 7151,5250,0.362
20,18-24,Chennai,SUNEHMF,2004,Qtr 3,August,22,₹ 7151,5250,0.362
20,18-24,Chennai,SUNG1UP,2004,Qtr 2,May,27,₹ 59622,43775,0.362
20,18-24,Chennai,SUNHNHZ,2004,Qtr 1,January,28,₹ 23200,17034,0.362
20,18-24,Chennai,SUNI61U,2004,Qtr 3,September,18,₹ 6810,5000,0.362
20,18-24,Chennai,SUNJAMT,2004,Qtr 3,September,26,₹ 6946,5100,0.362
20,18-24,Chennai,SUNLNW,2004,Qtr 4,November,17,₹ 6946,5100,0.362
20,18-24,Chennai,SUNNFKE,2004,Qtr 1,February,27,₹ 7151,5250,0.362
20,18-24,Chennai,SUNOBI,2004,Qtr 3,September,23,₹ 6946,5100,0.362
20,18-24,Chennai,SUNOXW,2004,Qtr 2,May,3,₹ 10726,7875,0.362
20,18-24,Chennai,SUNPLCG,2004,Qtr 2,May,6,₹ 6946,5100,0.362
20,18-24,Chennai,SUNQIHG,2004,Qtr 4,October,10,₹ 6946,5100,0.362
20,18-24,Chennai,SUNQWID,2004,Qtr 2,April,11,₹ 7151,5250,0.362
20,18-24,Chennai,SUNRXLV,2004,Qtr 3,August,7,₹ 7151,5250,0.362
20,18-24,Chennai,SUNSU,2004,Qtr 3,September,4,₹ 7151,5250,0.362
20,18-24,Chennai,SUNT5N,2004,Qtr 2,April,22,₹ 22745,16700,0.362
20,18-24,Chennai,SUNTGL,2004,Qtr 2,June,3,₹ 23200,17034,0.362
20,18-24,Chennai,SUNW9,2004,Qtr 2,May,31,₹ 16671,12240,0.362
20,18-24,Chennai,SUNXDIM,2004,Qtr 1,March,23,₹ 22745,16700,0.362
20,18-24,Chennai,SUNXIC,2004,Qtr 3,August,27,₹ 23883,17535,0.362
20,18-24,Chennai,SUNY7UZ,2004,Qtr 3,August,22,₹ 6946,5100,0.362
20,18-24,Chennai,SUNZCX0,2004,Qtr 2,April,27,₹ 6946,5100,0.362
20,18-24,Chennai,SUNZSU,2004,Qtr 4,October,15,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUN05E,2004,Qtr 1,January,11,₹ 29869,21930,0.362
20,18-24,Delhi NCR,SUN0D,2004,Qtr 2,June,20,₹ 10215,7500,0.362
20,18-24,Delhi NCR,SUN108P,2004,Qtr 3,July,30,₹ 60779,44625,0.362
20,18-24,Delhi NCR,SUN17P,2004,Qtr 1,January,13,₹ 7151,5250,0.362
20,18-24,Delhi NCR,SUN1B1,2004,Qtr 2,May,13,₹ 7151,5250,0.362
20,18-24,Delhi NCR,SUN1IZ,2004,Qtr 1,January,21,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUN1T9,2004,Qtr 3,August,19,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUN223Y,2004,Qtr 4,October,20,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUN27X,2004,Qtr 2,May,18,₹ 44471,32651,0.362
20,18-24,Delhi NCR,SUN368,2004,Qtr 2,April,18,₹ 16834,12360,0.362
20,18-24,Delhi NCR,SUN3I7,2004,Qtr 1,February,18,₹ 7151,5250,0.362
20,18-24,Delhi NCR,SUN3JI,2004,Qtr 1,February,27,₹ 7151,5250,0.362
20,18-24,Delhi NCR,SUN4CHX,2004,Qtr 2,June,15,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUN587,2004,Qtr 1,February,4,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUN5GPJ,2004,Qtr 3,September,21,₹ 6810,5000,0.362
20,18-24,Delhi NCR,SUN5RV7,2004,Qtr 1,January,30,₹ 30747,22575,0.362
20,18-24,Delhi NCR,SUN5T,2004,Qtr 1,January,31,₹ 7151,5250,0.362
20,18-24,Delhi NCR,SUN65Z,2004,Qtr 2,May,16,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUN6AH0,2004,Qtr 1,March,13,₹ 10419,7650,0.362
20,18-24,Delhi NCR,SUN6O9C,2004,Qtr 1,February,25,₹ 44471,32651,0.362
20,18-24,Delhi NCR,SUN6VF8,2004,Qtr 3,August,8,₹ 29869,21930,0.362
20,18-24,Delhi NCR,SUN70NT,2004,Qtr 1,February,13,₹ 10419,7650,0.362
20,18-24,Delhi NCR,SUN7JZ,2004,Qtr 4,November,4,₹ 171612,126000,0.362
20,18-24,Delhi NCR,SUN7L8R,2004,Qtr 1,January,24,₹ 16671,12240,0.362
20,18-24,Delhi NCR,SUN7OAK,2004,Qtr 2,April,23,₹ 10521,7725,0.362
20,18-24,Delhi NCR,SUN89B8,2004,Qtr 1,March,6,₹ 16671,12240,0.362
20,18-24,Delhi NCR,SUN8WSU,2004,Qtr 4,November,23,₹ 6810,5000,0.362
20,18-24,Delhi NCR,SUN9,2004,Qtr 1,February,28,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUN910Z,2004,Qtr 2,April,27,₹ 17161,12600,0.362
20,18-24,Delhi NCR,SUN94O,2004,Qtr 2,June,28,₹ 29869,21930,0.362
20,18-24,Delhi NCR,SUN9D0P,2004,Qtr 4,November,22,₹ 16344,12000,0.362
20,18-24,Delhi NCR,SUN9L8,2004,Qtr 1,March,14,₹ 59043,43350,0.362
20,18-24,Delhi NCR,SUN9PO,2004,Qtr 1,March,4,₹ 7151,5250,0.362
20,18-24,Delhi NCR,SUNA0RV,2004,Qtr 4,November,22,₹ 10215,7500,0.362
20,18-24,Delhi NCR,SUNA14,2004,Qtr 1,February,11,₹ 6810,5000,0.362
20,18-24,Delhi NCR,SUNA3K,2004,Qtr 2,June,25,₹ 10726,7875,0.362
20,18-24,Delhi NCR,SUNAOB,2004,Qtr 4,December,24,₹ 6810,5000,0.362
20,18-24,Delhi NCR,SUNATZ7,2004,Qtr 1,March,17,₹ 17161,12600,0.362
20,18-24,Delhi NCR,SUNAVQ,2004,Qtr 2,June,15,₹ 10419,7650,0.362
20,18-24,Delhi NCR,SUNAY4P,2004,Qtr 2,June,4,₹ 44039,32334,0.362
20,18-24,Delhi NCR,SUNB3VI,2004,Qtr 3,August,9,₹ 6810,5000,0.362
20,18-24,Delhi NCR,SUNB3X7,2004,Qtr 1,February,22,₹ 45334,33285,0.362
20,18-24,Delhi NCR,SUNB5QV,2004,Qtr 2,April,6,₹ 30747,22575,0.362
20,18-24,Delhi NCR,SUNB97,2004,Qtr 3,September,10,₹ 10726,7875,0.362
20,18-24,Delhi NCR,SUNBYK,2004,Qtr 1,January,8,₹ 7014,5150,0.362
20,18-24,Delhi NCR,SUNC5EI,2004,Qtr 3,July,26,₹ 16344,12000,0.362
20,18-24,Delhi NCR,SUNCFMN,2004,Qtr 4,November,2,₹ 57885,42500,0.362
20,18-24,Delhi NCR,SUNCJM,2004,Qtr 2,June,27,₹ 10419,7650,0.362
20,18-24,Delhi NCR,SUNCRF2,2004,Qtr 1,March,4,₹ 10726,7875,0.362
20,18-24,Delhi NCR,SUND3C7,2004,Qtr 1,March,25,₹ 29869,21930,0.362
20,18-24,Delhi NCR,SUNDCZL,2004,Qtr 1,March,21,₹ 57885,42500,0.362
20,18-24,Delhi NCR,SUNDI7,2004,Qtr 1,March,5,₹ 106277,78030,0.362
20,18-24,Delhi NCR,SUNDPL,2004,Qtr 3,September,16,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUNEOS,2004,Qtr 4,December,13,₹ 7014,5150,0.362
20,18-24,Delhi NCR,SUNER,2004,Qtr 2,April,21,₹ 10215,7500,0.362
20,18-24,Delhi NCR,SUNEVS,2004,Qtr 1,January,4,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUNF57,2004,Qtr 4,November,9,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUNFINX,2004,Qtr 4,November,15,₹ 16671,12240,0.362
20,18-24,Delhi NCR,SUNFMQ,2004,Qtr 4,October,9,₹ 29283,21500,0.362
20,18-24,Delhi NCR,SUNFYR3,2004,Qtr 2,May,14,₹ 16671,12240,0.362
20,18-24,Delhi NCR,SUNG13,2004,Qtr 2,April,17,₹ 10215,7500,0.362
20,18-24,Delhi NCR,SUNG1KA,2004,Qtr 1,February,7,₹ 7151,5250,0.362
20,18-24,Delhi NCR,SUNG7N2,2004,Qtr 4,November,16,₹ 10419,7650,0.362
20,18-24,Delhi NCR,SUNG7V,2004,Qtr 2,June,5,₹ 6810,5000,0.362
20,18-24,Delhi NCR,SUNGYN,2004,Qtr 4,October,21,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUNH5Z,2004,Qtr 2,May,10,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUNH6E,2004,Qtr 3,August,26,₹ 10419,7650,0.362
20,18-24,Delhi NCR,SUNHB7D,2004,Qtr 2,May,28,₹ 23428,17201,0.362
20,18-24,Delhi NCR,SUNHB96,2004,Qtr 2,April,8,₹ 7151,5250,0.362
20,18-24,Delhi NCR,SUNHYYQ,2004,Qtr 4,December,5,₹ 6810,5000,0.362
20,18-24,Delhi NCR,SUNIH2B,2004,Qtr 2,April,21,₹ 7151,5250,0.362
20,18-24,Delhi NCR,SUNIHT9,2004,Qtr 3,September,28,₹ 57885,42500,0.362
20,18-24,Delhi NCR,SUNIJYL,2004,Qtr 1,February,11,₹ 23200,17034,0.362
20,18-24,Delhi NCR,SUNIKI5,2004,Qtr 1,January,29,₹ 7151,5250,0.362
20,18-24,Delhi NCR,SUNIN87,2004,Qtr 1,February,10,₹ 7151,5250,0.362
20,18-24,Delhi NCR,SUNIW8D,2004,Qtr 1,January,19,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUNJ61,2004,Qtr 4,December,6,₹ 16344,12000,0.362
20,18-24,Delhi NCR,SUNJ8,2004,Qtr 1,January,9,₹ 7014,5150,0.362
20,18-24,Delhi NCR,SUNJDI6,2004,Qtr 3,July,22,₹ 30747,22575,0.362
20,18-24,Delhi NCR,SUNJHM,2004,Qtr 4,December,24,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUNKCY1,2004,Qtr 1,February,7,₹ 7151,5250,0.362
20,18-24,Delhi NCR,SUNKEL,2004,Qtr 2,May,6,₹ 16671,12240,0.362
20,18-24,Delhi NCR,SUNKS6,2004,Qtr 4,October,14,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUNKUX,2004,Qtr 3,September,30,₹ 6810,5000,0.362
20,18-24,Delhi NCR,SUNL3S,2004,Qtr 1,January,6,₹ 7151,5250,0.362
20,18-24,Delhi NCR,SUNL903,2004,Qtr 4,December,30,₹ 10726,7875,0.362
20,18-24,Delhi NCR,SUNLA5,2004,Qtr 2,June,15,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUNLH5,2004,Qtr 1,March,2,₹ 10726,7875,0.362
20,18-24,Delhi NCR,SUNLRH,2004,Qtr 4,October,20,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUNM46O,2004,Qtr 2,June,11,₹ 10521,7725,0.362
20,18-24,Delhi NCR,SUNMKSE,2004,Qtr 1,January,7,₹ 17161,12600,0.362
20,18-24,Delhi NCR,SUNMPR,2004,Qtr 1,February,22,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUNMR77,2004,Qtr 4,October,12,₹ 59043,43350,0.362
20,18-24,Delhi NCR,SUNMT,2004,Qtr 2,June,5,₹ 7014,5150,0.362
20,18-24,Delhi NCR,SUNMXZY,2004,Qtr 2,May,8,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUNNB93,2004,Qtr 2,June,15,₹ 10419,7650,0.362
20,18-24,Delhi NCR,SUNNFUW,2004,Qtr 4,December,23,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUNNOPW,2004,Qtr 3,August,29,₹ 6810,5000,0.362
20,18-24,Delhi NCR,SUNO1O,2004,Qtr 4,December,9,₹ 6810,5000,0.362
20,18-24,Delhi NCR,SUNOA3W,2004,Qtr 2,May,18,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUNOM,2004,Qtr 3,August,6,₹ 10419,7650,0.362
20,18-24,Delhi NCR,SUNOWH,2004,Qtr 3,September,7,₹ 10726,7875,0.362
20,18-24,Delhi NCR,SUNOYB,2004,Qtr 1,March,6,₹ 43175,31700,0.362
20,18-24,Delhi NCR,SUNP0V,2004,Qtr 1,February,15,₹ 7014,5150,0.362
20,18-24,Delhi NCR,SUNP74,2004,Qtr 2,June,25,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUNPBJ2,2004,Qtr 1,February,3,₹ 7151,5250,0.362
20,18-24,Delhi NCR,SUNPDSY,2004,Qtr 2,May,9,₹ 60779,44625,0.362
20,18-24,Delhi NCR,SUNPDX,2004,Qtr 2,May,30,₹ 7014,5150,0.362
20,18-24,Delhi NCR,SUNPF,2004,Qtr 1,January,8,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUNPMU,2004,Qtr 3,August,19,₹ 10726,7875,0.362
20,18-24,Delhi NCR,SUNPSN,2004,Qtr 1,March,25,₹ 10215,7500,0.362
20,18-24,Delhi NCR,SUNQ0T,2004,Qtr 1,January,1,₹ 10215,7500,0.362
20,18-24,Delhi NCR,SUNQ39,2004,Qtr 1,March,7,₹ 7151,5250,0.362
20,18-24,Delhi NCR,SUNQ6K,2004,Qtr 2,April,5,₹ 7151,5250,0.362
20,18-24,Delhi NCR,SUNQGT,2004,Qtr 1,February,1,₹ 10419,7650,0.362
20,18-24,Delhi NCR,SUNQZ27,2004,Qtr 4,October,21,₹ 59043,43350,0.362
20,18-24,Delhi NCR,SUNR00,2004,Qtr 1,March,5,₹ 7014,5150,0.362
20,18-24,Delhi NCR,SUNRGYO,2004,Qtr 2,April,5,₹ 10419,7650,0.362
20,18-24,Delhi NCR,SUNSJ24,2004,Qtr 2,June,11,₹ 7151,5250,0.362
20,18-24,Delhi NCR,SUNSLD,2004,Qtr 1,January,20,₹ 7014,5150,0.362
20,18-24,Delhi NCR,SUNT4K,2004,Qtr 2,May,17,₹ 10419,7650,0.362
20,18-24,Delhi NCR,SUNT7XT,2004,Qtr 3,September,19,₹ 43175,31700,0.362
20,18-24,Delhi NCR,SUNTS3U,2004,Qtr 2,May,9,₹ 6810,5000,0.362
20,18-24,Delhi NCR,SUNTT5,2004,Qtr 1,January,31,₹ 6810,5000,0.362
20,18-24,Delhi NCR,SUNTX,2004,Qtr 1,March,2,₹ 7014,5150,0.362
20,18-24,Delhi NCR,SUNU1W9,2004,Qtr 2,April,9,₹ 17161,12600,0.362
20,18-24,Delhi NCR,SUNU7H,2004,Qtr 3,August,25,₹ 7151,5250,0.362
20,18-24,Delhi NCR,SUNUDPI,2004,Qtr 2,May,18,₹ 10419,7650,0.362
20,18-24,Delhi NCR,SUNUP8,2004,Qtr 3,July,1,₹ 7014,5150,0.362
20,18-24,Delhi NCR,SUNUQW,2004,Qtr 4,November,22,₹ 6810,5000,0.362
20,18-24,Delhi NCR,SUNUS6,2004,Qtr 2,June,27,₹ 10726,7875,0.362
20,18-24,Delhi NCR,SUNUX3,2004,Qtr 2,April,25,₹ 23883,17535,0.362
20,18-24,Delhi NCR,SUNV0L,2004,Qtr 1,January,22,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUNVP0,2004,Qtr 2,April,13,₹ 30747,22575,0.362
20,18-24,Delhi NCR,SUNVQ3,2004,Qtr 3,August,23,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUNWCJ,2004,Qtr 4,December,15,₹ 6810,5000,0.362
20,18-24,Delhi NCR,SUNWRP,2004,Qtr 3,July,17,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUNWRV,2004,Qtr 3,September,17,₹ 6810,5000,0.362
20,18-24,Delhi NCR,SUNWSHS,2004,Qtr 2,April,26,₹ 7014,5150,0.362
20,18-24,Delhi NCR,SUNX3YC,2004,Qtr 4,December,21,₹ 6810,5000,0.362
20,18-24,Delhi NCR,SUNX43,2004,Qtr 4,November,17,₹ 10726,7875,0.362
20,18-24,Delhi NCR,SUNXNV,2004,Qtr 2,May,31,₹ 6810,5000,0.362
20,18-24,Delhi NCR,SUNXST,2004,Qtr 3,September,1,₹ 29869,21930,0.362
20,18-24,Delhi NCR,SUNY3R,2004,Qtr 3,September,7,₹ 16834,12360,0.362
20,18-24,Delhi NCR,SUNYBY,2004,Qtr 1,February,26,₹ 6946,5100,0.362
20,18-24,Delhi NCR,SUNZ3DD,2004,Qtr 1,February,3,₹ 17161,12600,0.362
20,18-24,Delhi NCR,SUNZ9L,2004,Qtr 1,January,9,₹ 7014,5150,0.362
20,18-24,Delhi NCR,SUNZON,2004,Qtr 2,April,12,₹ 10215,7500,0.362
20,18-24,Hyderabad,SUN04HP,2004,Qtr 4,December,3,₹ 6810,5000,0.362
20,18-24,Hyderabad,SUN0D82,2004,Qtr 2,June,21,₹ 10726,7875,0.362
20,18-24,Hyderabad,SUN17T,2004,Qtr 2,June,29,₹ 10419,7650,0.362
20,18-24,Hyderabad,SUN1VA8,2004,Qtr 4,November,9,₹ 59043,43350,0.362
20,18-24,Hyderabad,SUN2BG,2004,Qtr 4,October,9,₹ 106277,78030,0.362
20,18-24,Hyderabad,SUN2Y6B,2004,Qtr 2,June,18,₹ 7014,5150,0.362
20,18-24,Hyderabad,SUN38NK,2004,Qtr 1,January,2,₹ 7151,5250,0.362
20,18-24,Hyderabad,SUN57I,2004,Qtr 3,August,17,₹ 6946,5100,0.362
20,18-24,Hyderabad,SUN5YB5,2004,Qtr 4,October,21,₹ 10215,7500,0.362
20,18-24,Hyderabad,SUN69YX,2004,Qtr 2,May,9,₹ 57885,42500,0.362
20,18-24,Hyderabad,SUN6B5,2004,Qtr 3,August,8,₹ 60779,44625,0.362
20,18-24,Hyderabad,SUN7QUP,2004,Qtr 1,January,30,₹ 7151,5250,0.362
20,18-24,Hyderabad,SUN7UI,2004,Qtr 3,July,27,₹ 16834,12360,0.362
20,18-24,Hyderabad,SUN8GAC,2004,Qtr 2,April,10,₹ 10521,7725,0.362
20,18-24,Hyderabad,SUN8HG,2004,Qtr 1,February,8,₹ 7151,5250,0.362
20,18-24,Hyderabad,SUN8II0,2004,Qtr 3,July,16,₹ 6810,5000,0.362
20,18-24,Hyderabad,SUN9IA,2004,Qtr 4,October,15,₹ 7151,5250,0.362
20,18-24,Hyderabad,SUNACD3,2004,Qtr 2,April,20,₹ 30161,22145,0.362
20,18-24,Hyderabad,SUNAHZ0,2004,Qtr 2,April,5,₹ 7151,5250,0.362
20,18-24,Hyderabad,SUNAXY,2004,Qtr 3,September,21,₹ 6810,5000,0.362
20,18-24,Hyderabad,SUNBLXD,2004,Qtr 3,August,4,₹ 6810,5000,0.362
20,18-24,Hyderabad,SUNBU8,2004,Qtr 4,October,29,₹ 10521,7725,0.362
20,18-24,Hyderabad,SUNC2DM,2004,Qtr 2,June,30,₹ 6946,5100,0.362
20,18-24,Hyderabad,SUNCNE,2004,Qtr 3,September,22,₹ 22745,16700,0.362
20,18-24,Hyderabad,SUNCY39,2004,Qtr 1,January,6,₹ 6946,5100,0.362
20,18-24,Hyderabad,SUNFAD,2004,Qtr 2,June,10,₹ 7014,5150,0.362
20,18-24,Hyderabad,SUNGTDP,2004,Qtr 1,March,23,₹ 16671,12240,0.362
20,18-24,Hyderabad,SUNH9AX,2004,Qtr 4,November,23,₹ 60779,44625,0.362
20,18-24,Hyderabad,SUNK7I,2004,Qtr 4,October,23,₹ 6946,5100,0.362
20,18-24,Hyderabad,SUNKGB6,2004,Qtr 1,January,9,₹ 6946,5100,0.362
20,18-24,Hyderabad,SUNMAZG,2004,Qtr 2,May,6,₹ 6946,5100,0.362
20,18-24,Hyderabad,SUNN6C8,2004,Qtr 3,August,5,₹ 10726,7875,0.362
20,18-24,Hyderabad,SUNOK1,2004,Qtr 1,March,9,₹ 6946,5100,0.362
20,18-24,Hyderabad,SUNP2OA,2004,Qtr 2,April,21,₹ 6810,5000,0.362
20,18-24,Hyderabad,SUNQSD,2004,Qtr 4,November,22,₹ 16671,12240,0.362
20,18-24,Hyderabad,SUNR64S,2004,Qtr 3,September,4,₹ 6946,5100,0.362
20,18-24,Hyderabad,SUNR78,2004,Qtr 2,April,9,₹ 10521,7725,0.362
20,18-24,Hyderabad,SUNREIF,2004,Qtr 1,January,18,₹ 6946,5100,0.362
20,18-24,Hyderabad,SUNRER,2004,Qtr 1,January,29,₹ 6946,5100,0.362
20,18-24,Hyderabad,SUNTRYW,2004,Qtr 3,August,30,₹ 29869,21930,0.362
20,18-24,Hyderabad,SUNUJZR,2004,Qtr 2,May,14,₹ 6946,5100,0.362
20,18-24,Hyderabad,SUNUMAQ,2004,Qtr 2,June,29,₹ 6946,5100,0.362
20,18-24,Hyderabad,SUNW4CS,2004,Qtr 2,April,22,₹ 10726,7875,0.362
20,18-24,Hyderabad,SUNXUN,2004,Qtr 1,January,16,₹ 10419,7650,0.362
20,18-24,Hyderabad,SUNY3SK,2004,Qtr 3,September,4,₹ 7014,5150,0.362
20,18-24,Hyderabad,SUNZDHL,2004,Qtr 4,October,14,₹ 10521,7725,0.362
20,18-24,Hyderabad,SUNZG2,2004,Qtr 4,November,23,₹ 7151,5250,0.362
20,18-24,Hyderabad,SUNZQ6F,2004,Qtr 2,April,6,₹ 16671,12240,0.362
20,18-24,Hyderabad,SUNZUPX,2004,Qtr 3,August,12,₹ 7014,5150,0.362
20,18-24,Indore,SUN02,2004,Qtr 1,January,30,₹ 10726,7875,0.362
20,18-24,Indore,SUN061F,2004,Qtr 1,January,1,₹ 10726,7875,0.362
20,18-24,Indore,SUN1EVY,2004,Qtr 3,July,11,₹ 10419,7650,0.362
20,18-24,Indore,SUN376,2004,Qtr 3,August,26,₹ 7151,5250,0.362
20,18-24,Indore,SUN3WWZ,2004,Qtr 2,April,13,₹ 22745,16700,0.362
