customer_code,date,Sum of final_premium_amt(INR),policy_id,sales_mode
SUN0I7,2023-03-19 00:00:00,5565,POL4321HEL,Offline-Agent
SUN0IF3,2022-12-07 00:00:00,7650,POL4331HEL,Offline-Direct
SUN0IFF,2023-04-23 00:00:00,27090,POL6303HEL,Online-App
SUN0IFX,2023-03-15 00:00:00,5985,POL4321HEL,Offline-Agent
SUN0IH,2023-02-19 00:00:00,18233,POL5319HEL,Offline-Agent
SUN0IHO,2023-03-29 00:00:00,5460,POL4321HEL,Online-Website
SUN0IIG,2023-01-14 00:00:00,54187,POL9221HEL,Offline-Agent
SUN0IIZ,2023-04-30 00:00:00,53550,POL9221HEL,Offline-Agent
SUN0IK,2023-01-08 00:00:00,69360,POL9221HEL,Offline-Agent
SUN0IM,2022-12-24 00:00:00,7038,POL4321HEL,Offline-Direct
SUN0IN5,2023-03-24 00:00:00,5985,POL4321HEL,Offline-Agent
SUN0IR,2023-03-04 00:00:00,178920,POL2005HEL,Offline-Agent
SUN0IS,2023-02-18 00:00:00,45058,POL6093HEL,Online-App
SUN0ISF,2023-04-08 00:00:00,46599,POL6093HEL,Offline-Agent
SUN0IT,2023-04-12 00:00:00,10631,POL4331HEL,Offline-Agent
SUN0IWI,2023-04-01 00:00:00,19639,POL5319HEL,Online-App
SUN0IX8,2023-03-30 00:00:00,28219,POL6303HEL,Offline-Agent
SUN0IY9,2022-11-05 00:00:00,20875,POL5319HEL,Offline-Direct
SUN0J,2022-11-12 00:00:00,5250,POL4321HEL,Offline-Agent
SUN0J0,2022-12-17 00:00:00,5355,POL4321HEL,Online-App
SUN0J3,2023-04-27 00:00:00,80325,POL1048HEL,Offline-Direct
SUN0J3S,2023-04-08 00:00:00,102816,POL1048HEL,Offline-Agent
SUN0J4E,2022-11-22 00:00:00,35504,POL6093HEL,Offline-Direct
SUN0J5,2023-04-29 00:00:00,42272,POL6093HEL,Offline-Agent
SUN0J5M,2023-01-01 00:00:00,8033,POL4331HEL,Offline-Agent
SUN0J5N,2022-12-18 00:00:00,13464,POL3309HEL,Offline-Agent
SUN0J6,2023-04-22 00:00:00,5880,POL4321HEL,Offline-Agent
SUN0J9,2023-01-14 00:00:00,104560,POL1048HEL,Online-App
SUN0JA,2023-03-16 00:00:00,9529,POL4331HEL,Offline-Agent
SUN0JK,2023-04-30 00:00:00,24607,POL6303HEL,Online-App
SUN0JKF,2023-02-27 00:00:00,17889,POL5319HEL,Offline-Agent
SUN0JL,2023-02-12 00:00:00,15574,POL3309HEL,Online-Website
SUN0JV,2023-01-09 00:00:00,8109,POL4331HEL,Offline-Agent
SUN0JX,2023-02-05 00:00:00,29010,POL6303HEL,Offline-Direct
SUN0JZG,2023-03-21 00:00:00,6668,POL4321HEL,Offline-Direct
SUN0K,2023-03-25 00:00:00,9292,POL4331HEL,Online-App
SUN0K1,2023-03-18 00:00:00,49534,POL9221HEL,Offline-Agent
SUN0K2Q,2023-03-16 00:00:00,8269,POL4331HEL,Offline-Agent
SUN0K3,2023-04-28 00:00:00,116471,POL1048HEL,Online-Website
SUN0K8,2022-12-11 00:00:00,54621,POL9221HEL,Online-App
SUN0K9,2023-03-21 00:00:00,98800,POL1048HEL,Online-Website
SUN0K9Y,2023-03-20 00:00:00,5722,POL4321HEL,Online-App
SUN0KA,2023-04-17 00:00:00,53996,POL9221HEL,Online-App
SUN0KB,2023-04-22 00:00:00,9529,POL4331HEL,Online-Website
SUN0KHD,2022-12-19 00:00:00,15300,POL3309HEL,Offline-Direct
SUN0KIU,2023-03-01 00:00:00,52590,POL6093HEL,Online-App
SUN0KOM,2023-02-03 00:00:00,36243,POL6093HEL,Online-Website
SUN0KSZ,2023-01-13 00:00:00,5304,POL4321HEL,Offline-Direct
SUN0KY3,2023-03-13 00:00:00,12600,POL3309HEL,Offline-Agent
SUN0KZ,2023-02-12 00:00:00,15450,POL3309HEL,Offline-Agent
SUN0KZM,2023-01-13 00:00:00,194616,POL2005HEL,Offline-Agent
SUN0L,2023-04-18 00:00:00,8820,POL4331HEL,Online-Website
SUN0L1,2023-04-07 00:00:00,9608,POL4331HEL,Offline-Agent
SUN0L12,2023-01-31 00:00:00,5100,POL4321HEL,Offline-Agent
SUN0L6,2023-04-02 00:00:00,14490,POL3309HEL,Online-Website
SUN0LA,2022-11-20 00:00:00,7500,POL4331HEL,Offline-Agent
SUN0LA4,2023-03-28 00:00:00,13860,POL3309HEL,Offline-Agent
SUN0LB,2022-12-18 00:00:00,9180,POL4331HEL,Online-App
SUN0LD,2023-04-17 00:00:00,19990,POL5319HEL,Online-App
SUN0LH6,2022-11-28 00:00:00,117045,POL1048HEL,Offline-Agent
SUN0LJX,2023-01-22 00:00:00,9180,POL4331HEL,Online-App
SUN0LL,2023-02-11 00:00:00,9579,POL4331HEL,Offline-Agent
SUN0LN,2023-01-28 00:00:00,28290,POL6303HEL,Offline-Agent
SUN0LQR,2023-04-04 00:00:00,9214,POL4331HEL,Offline-Agent
SUN0LR,2022-12-18 00:00:00,20270,POL5319HEL,Online-App
SUN0LRT,2023-04-08 00:00:00,14868,POL3309HEL,Offline-Agent
SUN0LV3,2023-03-10 00:00:00,13986,POL3309HEL,Online-App
SUN0LY9,2022-12-02 00:00:00,8339,POL4331HEL,Online-App
SUN0LZ,2023-03-04 00:00:00,5512,POL4321HEL,Online-Website
SUN0M,2023-02-18 00:00:00,23252,POL6303HEL,Offline-Agent
SUN0M4E,2022-11-28 00:00:00,9825,POL4331HEL,Offline-Direct
SUN0M9Y,2023-03-22 00:00:00,102816,POL1048HEL,Offline-Agent
SUN0MB,2023-03-19 00:00:00,89964,POL1048HEL,Offline-Agent
SUN0MG,2023-04-29 00:00:00,13734,POL3309HEL,Offline-Agent
SUN0MH,2023-02-11 00:00:00,25245,POL6303HEL,Online-Website
SUN0ML6,2022-11-20 00:00:00,7500,POL4331HEL,Offline-Agent
SUN0MM,2022-11-26 00:00:00,10125,POL4331HEL,Offline-Direct
SUN0MRC,2022-12-25 00:00:00,17626,POL3309HEL,Offline-Agent
SUN0MT,2023-02-26 00:00:00,15079,POL3309HEL,Offline-Agent
SUN0MXW,2022-11-25 00:00:00,150000,POL2005HEL,Offline-Agent
SUN0MZT,2023-03-19 00:00:00,20691,POL5319HEL,Offline-Agent
SUN0N,2022-12-27 00:00:00,8033,POL4331HEL,Offline-Direct
SUN0N4,2023-03-18 00:00:00,21393,POL5319HEL,Offline-Agent
SUN0N4G,2023-03-30 00:00:00,28219,POL6303HEL,Offline-Agent
SUN0N8,2023-03-26 00:00:00,39942,POL6093HEL,Offline-Agent
SUN0N98,2022-12-31 00:00:00,150552,POL2005HEL,Online-App
SUN0NB,2022-12-10 00:00:00,57222,POL9221HEL,Offline-Agent
SUN0NC,2022-12-13 00:00:00,49419,POL9221HEL,Offline-Agent
SUN0NHN,2023-04-22 00:00:00,19990,POL5319HEL,Online-App
SUN0NJ9,2023-02-25 00:00:00,22533,POL5319HEL,Offline-Agent
SUN0NJZ,2023-04-12 00:00:00,5250,POL4321HEL,Offline-Agent
SUN0NK,2022-11-10 00:00:00,13920,POL3309HEL,Online-Website
SUN0NM,2023-01-07 00:00:00,121727,POL1048HEL,Offline-Agent
SUN0NP,2023-02-09 00:00:00,9347,POL4331HEL,Offline-Agent
SUN0NQ,2023-04-30 00:00:00,18236,POL5319HEL,Offline-Agent
SUN0NRG,2023-03-05 00:00:00,13104,POL3309HEL,Offline-Direct
SUN0NRW,2023-01-28 00:00:00,9715,POL4331HEL,Offline-Agent
SUN0NVM,2022-11-05 00:00:00,28810,POL6303HEL,Offline-Agent
SUN0NVT,2023-04-22 00:00:00,199080,POL2005HEL,Online-App
SUN0NWV,2023-01-18 00:00:00,23507,POL5319HEL,Online-Website
SUN0NY,2023-01-07 00:00:00,19930,POL5319HEL,Offline-Direct
SUN0NZ,2022-12-18 00:00:00,20611,POL5319HEL,Offline-Agent
SUN0O,2023-01-16 00:00:00,148104,POL2005HEL,Offline-Direct
SUN0O1E,2022-12-25 00:00:00,40417,POL6093HEL,Offline-Direct
SUN0O2U,2023-02-11 00:00:00,5408,POL4321HEL,Offline-Agent
SUN0O5,2023-02-13 00:00:00,34546,POL6303HEL,Offline-Agent
SUN0O59,2023-03-21 00:00:00,146160,POL2005HEL,Offline-Agent
SUN0O71,2022-12-09 00:00:00,5100,POL4321HEL,Offline-Agent
SUN0OC,2023-02-06 00:00:00,8420,POL4331HEL,Offline-Agent
SUN0OF,2023-03-30 00:00:00,18412,POL5319HEL,Online-App
SUN0OG,2023-03-21 00:00:00,15246,POL3309HEL,Online-Website
SUN0OGX,2023-03-28 00:00:00,10474,POL4331HEL,Online-Website
SUN0OJ,2023-03-02 00:00:00,26187,POL6303HEL,Online-Website
SUN0OJQ,2023-03-12 00:00:00,54889,POL9221HEL,Online-Website
SUN0OL,2023-01-06 00:00:00,18908,POL5319HEL,Offline-Agent
SUN0OM,2023-01-26 00:00:00,148104,POL2005HEL,Online-App
SUN0OMG,2022-12-07 00:00:00,5355,POL4321HEL,Offline-Agent
SUN0OOW,2022-12-22 00:00:00,13709,POL3309HEL,Offline-Agent
SUN0OPI,2023-01-07 00:00:00,5661,POL4321HEL,Offline-Agent
SUN0OQ,2023-03-05 00:00:00,27179,POL5319HEL,Online-Website
SUN0OTR,2023-03-05 00:00:00,14868,POL3309HEL,Offline-Agent
SUN0OUC,2023-04-16 00:00:00,14868,POL3309HEL,Online-App
SUN0OUU,2023-03-19 00:00:00,5460,POL4321HEL,Online-App
SUN0OV,2023-03-05 00:00:00,21217,POL5319HEL,Offline-Direct
SUN0OX,2022-12-18 00:00:00,12240,POL3309HEL,Offline-Direct
SUN0P,2023-03-13 00:00:00,6090,POL4321HEL,Offline-Direct
SUN0P0G,2022-11-13 00:00:00,5250,POL4321HEL,Offline-Agent
SUN0P15,2023-03-18 00:00:00,19990,POL5319HEL,Offline-Agent
SUN0P1A,2023-03-18 00:00:00,7875,POL4331HEL,Offline-Agent
SUN0P5,2023-01-29 00:00:00,6324,POL4321HEL,Online-App
SUN0PA,2023-02-05 00:00:00,8884,POL4331HEL,Offline-Direct
SUN0PA6,2023-04-04 00:00:00,15120,POL3309HEL,Online-Website
SUN0PF8,2022-11-22 00:00:00,15480,POL3309HEL,Offline-Agent
SUN0PG,2022-12-01 00:00:00,120947,POL1048HEL,Offline-Direct
SUN0PLR,2023-04-10 00:00:00,5250,POL4321HEL,Offline-Agent
SUN0PM,2023-04-18 00:00:00,190260,POL2005HEL,Offline-Direct
SUN0PN3,2023-03-08 00:00:00,141120,POL2005HEL,Offline-Direct
SUN0PPW,2023-03-22 00:00:00,9844,POL4331HEL,Offline-Agent
SUN0PR,2022-11-24 00:00:00,7950,POL4331HEL,Offline-Agent
SUN0PS,2023-04-17 00:00:00,8269,POL4331HEL,Offline-Direct
SUN0PT3,2023-02-26 00:00:00,42120,POL6093HEL,Offline-Agent
SUN0PT9,2023-02-25 00:00:00,9424,POL4331HEL,Online-App
SUN0PTI,2023-03-21 00:00:00,7875,POL4331HEL,Online-Website
SUN0PUO,2023-01-15 00:00:00,50118,POL6093HEL,Online-App
SUN0PW,2023-02-12 00:00:00,113465,POL1048HEL,Online-App
SUN0PZ,2023-03-14 00:00:00,7875,POL4331HEL,Offline-Agent
SUN0Q,2023-02-03 00:00:00,19265,POL5319HEL,Offline-Agent
SUN0Q2G,2022-12-02 00:00:00,9257,POL4331HEL,Offline-Agent
SUN0Q3,2022-11-01 00:00:00,89505,POL1048HEL,Offline-Direct
SUN0Q6W,2022-12-01 00:00:00,15300,POL3309HEL,Online-App
SUN0Q7,2022-12-15 00:00:00,103000,POL1048HEL,Offline-Agent
SUN0Q73,2023-03-23 00:00:00,16632,POL3309HEL,Offline-Agent
SUN0QA,2023-03-04 00:00:00,9608,POL4331HEL,Offline-Agent
SUN0QCA,2023-03-18 00:00:00,15624,POL3309HEL,Online-Website
SUN0QEZ,2023-03-17 00:00:00,5250,POL4321HEL,Offline-Direct
SUN0QI,2023-04-30 00:00:00,9529,POL4331HEL,Online-Website
SUN0QIA,2023-03-29 00:00:00,11891,POL4331HEL,Offline-Agent
SUN0QJ,2023-03-21 00:00:00,18412,POL5319HEL,Online-App
SUN0QJN,2023-01-08 00:00:00,5916,POL4321HEL,Offline-Agent
SUN0QK7,2023-02-26 00:00:00,5356,POL4321HEL,Online-App
SUN0QM,2023-02-01 00:00:00,173040,POL2005HEL,Online-Website
SUN0QU,2023-02-05 00:00:00,9502,POL4331HEL,Online-App
SUN0QV,2023-01-30 00:00:00,17034,POL5319HEL,Offline-Direct
SUN0QYI,2023-03-05 00:00:00,19639,POL5319HEL,Offline-Agent
SUN0QZ1,2023-02-04 00:00:00,5356,POL4321HEL,Offline-Direct
SUN0R,2022-12-01 00:00:00,5406,POL4321HEL,Offline-Agent
SUN0R28,2022-11-20 00:00:00,30315,POL6303HEL,Offline-Agent
SUN0R39,2022-11-08 00:00:00,6650,POL4321HEL,Offline-Agent
SUN0R5,2023-03-03 00:00:00,10001,POL4331HEL,Online-App
SUN0R55,2023-04-18 00:00:00,8899,POL4331HEL,Online-Website
SUN0R8,2023-01-07 00:00:00,15300,POL3309HEL,Online-App
SUN0R8Y,2023-04-22 00:00:00,7980,POL4321HEL,Online-App
SUN0RB5,2023-03-20 00:00:00,23930,POL6303HEL,Offline-Agent
SUN0RBG,2023-02-12 00:00:00,129780,POL2005HEL,Online-App
SUN0RC,2023-04-23 00:00:00,54889,POL9221HEL,Online-App
SUN0RE,2023-03-05 00:00:00,27767,POL6303HEL,Offline-Direct
SUN0RFL,2023-03-28 00:00:00,99603,POL1048HEL,Online-App
SUN0RG,2023-02-12 00:00:00,13843,POL3309HEL,Offline-Agent
SUN0RH,2023-03-25 00:00:00,14238,POL3309HEL,Offline-Agent
SUN0RIE,2023-03-13 00:00:00,10631,POL4331HEL,Offline-Direct
SUN0RL,2023-02-24 00:00:00,5665,POL4321HEL,Offline-Agent
SUN0RM,2023-03-04 00:00:00,16506,POL3309HEL,Offline-Agent
SUN0RO,2023-02-06 00:00:00,18911,POL3309HEL,Online-App
SUN0RP,2023-03-01 00:00:00,15876,POL3309HEL,Online-App
SUN0RQ,2022-12-21 00:00:00,23507,POL5319HEL,Offline-Agent
SUN0RS,2023-03-29 00:00:00,126914,POL1048HEL,Offline-Agent
SUN0RU,2023-01-01 00:00:00,5304,POL4321HEL,Online-App
SUN0RXO,2023-03-09 00:00:00,31154,POL6303HEL,Online-Website
SUN0S,2023-01-22 00:00:00,122400,POL2005HEL,Offline-Agent
SUN0S3,2023-03-11 00:00:00,5565,POL4321HEL,Online-Website
SUN0S5,2023-03-14 00:00:00,37279,POL6093HEL,Offline-Direct
SUN0S76,2023-01-30 00:00:00,41388,POL6093HEL,Online-App
SUN0S7H,2023-04-05 00:00:00,10552,POL4331HEL,Online-Website
SUN0S8,2023-03-18 00:00:00,15750,POL3309HEL,Offline-Agent
SUN0SA,2022-12-27 00:00:00,61123,POL9221HEL,Online-Website
SUN0SC,2023-03-04 00:00:00,24724,POL5319HEL,Offline-Agent
SUN0SGI,2022-11-13 00:00:00,5250,POL4321HEL,Offline-Agent
SUN0SJ,2023-03-16 00:00:00,10001,POL4331HEL,Offline-Agent
SUN0SJU,2023-03-02 00:00:00,63368,POL9221HEL,Offline-Agent
SUN0SK5,2022-12-10 00:00:00,13464,POL3309HEL,Online-App
SUN0SM,2023-04-08 00:00:00,5880,POL4321HEL,Online-Website
SUN0SO,2023-03-05 00:00:00,34616,POL6093HEL,Offline-Agent
SUN0SP,2023-04-13 00:00:00,9686,POL4331HEL,Online-App
SUN0SP1,2023-02-02 00:00:00,22877,POL5319HEL,Offline-Agent
SUN0SR,2023-03-31 00:00:00,23146,POL5319HEL,Offline-Agent
SUN0SU,2023-03-26 00:00:00,24607,POL6303HEL,Offline-Agent
SUN0SUV,2022-12-18 00:00:00,103780,POL1048HEL,Offline-Agent
SUN0SUW,2023-02-26 00:00:00,7725,POL4331HEL,Offline-Agent
SUN0SX,2023-03-05 00:00:00,33862,POL6303HEL,Offline-Direct
SUN0SZQ,2023-04-14 00:00:00,10474,POL4331HEL,Online-Website
SUN0SZS,2023-03-15 00:00:00,59798,POL9221HEL,Online-Website
SUN0T,2022-11-18 00:00:00,5000,POL4321HEL,Offline-Direct
SUN0T1,2023-03-28 00:00:00,5512,POL4321HEL,Online-App
SUN0T1U,2023-04-02 00:00:00,9844,POL4331HEL,Offline-Agent
SUN0T2,2022-12-30 00:00:00,5100,POL4321HEL,Offline-Direct
SUN0T3,2023-03-16 00:00:00,26413,POL6303HEL,Offline-Direct
SUN0T4,2023-01-01 00:00:00,60690,POL9221HEL,Online-Website
SUN0T6,2023-01-29 00:00:00,5355,POL4321HEL,Online-App
SUN0T95,2023-03-27 00:00:00,19815,POL5319HEL,Offline-Agent
SUN0TA,2023-03-29 00:00:00,59351,POL9221HEL,Offline-Agent
SUN0TE,2023-02-04 00:00:00,29010,POL6303HEL,Offline-Agent
SUN0TF,2023-01-07 00:00:00,9945,POL4331HEL,Offline-Agent
SUN0TFZ,2023-04-30 00:00:00,126914,POL1048HEL,Offline-Agent
SUN0TG,2022-11-03 00:00:00,18704,POL5319HEL,Offline-Agent
SUN0TH,2023-01-21 00:00:00,122400,POL2005HEL,Offline-Direct
SUN0TLJ,2023-04-09 00:00:00,29799,POL6303HEL,Online-Website
SUN0TM,2022-12-11 00:00:00,102219,POL1048HEL,Offline-Agent
SUN0TNO,2023-01-08 00:00:00,43350,POL9221HEL,Offline-Agent
SUN0TR,2023-02-18 00:00:00,5150,POL4321HEL,Offline-Agent
SUN0TRO,2023-02-20 00:00:00,35263,POL6093HEL,Online-Website
SUN0TS,2023-04-03 00:00:00,108439,POL1048HEL,Online-Website
SUN0TTE,2023-01-12 00:00:00,58089,POL9221HEL,Offline-Agent
SUN0TUA,2022-11-16 00:00:00,29025,POL6303HEL,Offline-Direct
SUN0TV,2022-12-26 00:00:00,45084,POL9221HEL,Offline-Agent
SUN0TX,2023-04-05 00:00:00,21743,POL5319HEL,Offline-Agent
SUN0TYW,2023-04-11 00:00:00,13356,POL3309HEL,Online-App
SUN0TZ,2023-03-26 00:00:00,13104,POL3309HEL,Offline-Agent
SUN0U,2022-12-18 00:00:00,67626,POL9221HEL,Offline-Agent
SUN0U2,2023-01-29 00:00:00,14198,POL3309HEL,Online-App
SUN0U2G,2023-01-18 00:00:00,19589,POL5319HEL,Online-App
SUN0U6,2023-04-18 00:00:00,8662,POL4331HEL,Offline-Agent
SUN0U6L,2022-12-11 00:00:00,5100,POL4321HEL,Offline-Agent
SUN0U7,2023-04-27 00:00:00,14616,POL3309HEL,Online-Website
SUN0U85,2023-03-09 00:00:00,5250,POL4321HEL,Online-App
SUN0UD,2023-03-21 00:00:00,25058,POL6303HEL,Offline-Agent
SUN0UJ9,2023-01-07 00:00:00,6273,POL4321HEL,Offline-Agent
SUN0UJR,2022-11-01 00:00:00,8175,POL4331HEL,Offline-Agent
SUN0UL,2023-01-24 00:00:00,14688,POL3309HEL,Offline-Agent
SUN0UMX,2023-03-28 00:00:00,9056,POL4331HEL,Offline-Agent
SUN0UQ,2022-12-03 00:00:00,5100,POL4321HEL,Offline-Agent
SUN0UR,2022-11-14 00:00:00,9750,POL4331HEL,Offline-Direct
SUN0UU,2022-11-13 00:00:00,164400,POL2005HEL,Offline-Agent
SUN0UWS,2023-03-04 00:00:00,36946,POL6093HEL,Offline-Agent
SUN0UY,2023-04-02 00:00:00,21042,POL5319HEL,Offline-Agent
SUN0UY5,2023-03-26 00:00:00,67830,POL9221HEL,Online-App
SUN0V,2023-03-08 00:00:00,9844,POL4331HEL,Online-Website
SUN0V1Y,2023-04-12 00:00:00,33285,POL6093HEL,Offline-Agent
SUN0V3,2023-03-25 00:00:00,14868,POL3309HEL,Offline-Agent
SUN0V3C,2023-04-02 00:00:00,196560,POL2005HEL,Online-Website
SUN0V3V,2022-12-26 00:00:00,12852,POL3309HEL,Offline-Direct
SUN0V4L,2023-04-16 00:00:00,5932,POL4321HEL,Online-App
SUN0V5,2023-02-15 00:00:00,17889,POL5319HEL,Offline-Agent
SUN0V5P,2022-12-31 00:00:00,6579,POL4321HEL,Offline-Agent
SUN0V6,2023-03-12 00:00:00,20341,POL5319HEL,Online-App
SUN0V7,2022-12-29 00:00:00,5661,POL4321HEL,Offline-Agent
SUN0V7G,2022-12-28 00:00:00,7650,POL4331HEL,Offline-Agent
SUN0V9,2023-02-17 00:00:00,49956,POL6093HEL,Offline-Agent
SUN0VAG,2023-03-28 00:00:00,6458,POL4321HEL,Offline-Agent
SUN0VAX,2022-12-31 00:00:00,110022,POL1048HEL,Online-Website
SUN0VCO,2022-12-02 00:00:00,47251,POL9221HEL,Offline-Direct
SUN0VD,2023-03-25 00:00:00,31379,POL6303HEL,Offline-Agent
SUN0VE,2022-11-23 00:00:00,23865,POL6303HEL,Online-App
SUN0VHV,2023-04-28 00:00:00,13356,POL3309HEL,Offline-Agent
SUN0VJF,2022-12-10 00:00:00,29386,POL6303HEL,Offline-Direct
SUN0VKC,2022-12-01 00:00:00,162792,POL2005HEL,Offline-Direct
SUN0VL,2023-02-01 00:00:00,29453,POL6303HEL,Offline-Direct
SUN0VN4,2023-04-23 00:00:00,6038,POL4321HEL,Online-Website
SUN0VP,2023-03-21 00:00:00,50872,POL9221HEL,Offline-Agent
SUN0VQ,2022-12-15 00:00:00,9257,POL4331HEL,Offline-Agent
SUN0VR,2023-03-06 00:00:00,16380,POL3309HEL,Offline-Direct
SUN0VYK,2023-02-25 00:00:00,37549,POL6093HEL,Offline-Agent
SUN0VYP,2022-11-26 00:00:00,22378,POL5319HEL,Offline-Agent
SUN0W,2023-04-03 00:00:00,10552,POL4331HEL,Offline-Agent
SUN0W0,2022-11-20 00:00:00,51425,POL9221HEL,Offline-Agent
SUN0W3,2022-11-19 00:00:00,12480,POL3309HEL,Offline-Agent
SUN0W4A,2023-01-14 00:00:00,23904,POL6303HEL,Online-Website
SUN0W4S,2023-02-18 00:00:00,5150,POL4321HEL,Online-App
SUN0W6,2023-02-04 00:00:00,197760,POL2005HEL,Offline-Agent
SUN0W6C,2023-04-03 00:00:00,90767,POL1048HEL,Online-App
SUN0W7,2023-02-23 00:00:00,9579,POL4331HEL,Offline-Agent
SUN0WAB,2023-03-27 00:00:00,90767,POL1048HEL,Offline-Agent
SUN0WAW,2022-12-16 00:00:00,99878,POL1048HEL,Offline-Agent
SUN0WFL,2023-02-10 00:00:00,15697,POL3309HEL,Online-App
SUN0WJ,2023-03-11 00:00:00,15372,POL3309HEL,Online-App
SUN0WK5,2023-03-01 00:00:00,28444,POL6303HEL,Online-Website
SUN0WMM,2022-11-05 00:00:00,26015,POL6303HEL,Offline-Direct
SUN0WP,2023-02-10 00:00:00,23252,POL6303HEL,Offline-Agent
SUN0WRI,2023-04-30 00:00:00,8269,POL4331HEL,Online-Website
SUN0WRP,2023-04-16 00:00:00,29122,POL6303HEL,Online-App
SUN0WSV,2023-03-04 00:00:00,7928,POL4321HEL,Offline-Agent
SUN0WTZ,2023-03-18 00:00:00,26829,POL5319HEL,Offline-Direct
SUN0WZ4,2023-04-29 00:00:00,20867,POL5319HEL,Online-Website
SUN0WZK,2023-04-21 00:00:00,67830,POL9221HEL,Offline-Agent
SUN0X,2022-12-09 00:00:00,6171,POL4321HEL,Offline-Agent
SUN0X1,2023-03-04 00:00:00,50872,POL9221HEL,Offline-Agent
SUN0X6,2023-03-29 00:00:00,26638,POL6303HEL,Offline-Agent
SUN0X6Z,2023-01-11 00:00:00,24359,POL5319HEL,Offline-Agent
SUN0X7Z,2023-03-17 00:00:00,16380,POL3309HEL,Offline-Agent
SUN0X8,2023-01-12 00:00:00,14198,POL3309HEL,Offline-Agent
SUN0X9U,2023-01-17 00:00:00,8339,POL4331HEL,Online-Website
SUN0XF8,2022-11-02 00:00:00,105570,POL1048HEL,Offline-Agent
SUN0XGR,2022-11-18 00:00:00,16800,POL3309HEL,Offline-Agent
SUN0XHX,2022-12-17 00:00:00,157896,POL2005HEL,Online-Website
SUN0XJ,2022-11-04 00:00:00,5000,POL4321HEL,Offline-Direct
SUN0XJY,2023-02-05 00:00:00,5922,POL4321HEL,Online-App
SUN0XQ,2022-11-21 00:00:00,38357,POL6093HEL,Offline-Agent
SUN0XSI,2022-11-12 00:00:00,56950,POL9221HEL,Online-App
SUN0XX,2023-04-10 00:00:00,5512,POL4321HEL,Offline-Agent
SUN0XY1,2023-02-25 00:00:00,10197,POL4331HEL,Offline-Agent
SUN0Y,2022-11-13 00:00:00,20541,POL5319HEL,Offline-Direct
SUN0Y33,2023-02-02 00:00:00,187872,POL2005HEL,Offline-Agent
SUN0Y4A,2023-03-09 00:00:00,9450,POL4331HEL,Online-App
SUN0Y4M,2023-03-04 00:00:00,87554,POL1048HEL,Offline-Agent
SUN0Y7,2022-11-27 00:00:00,64175,POL9221HEL,Offline-Agent
SUN0Y8N,2022-11-24 00:00:00,13080,POL3309HEL,Offline-Agent
SUN0YB,2023-04-01 00:00:00,60690,POL9221HEL,Offline-Agent
SUN0YBF,2023-03-15 00:00:00,9686,POL4331HEL,Online-App
SUN0YC,2023-04-02 00:00:00,24607,POL6303HEL,Online-Website
SUN0YF5,2023-04-16 00:00:00,19990,POL5319HEL,Offline-Agent
SUN0YG,2022-11-06 00:00:00,20708,POL5319HEL,Offline-Direct
SUN0YIM,2023-03-20 00:00:00,8899,POL4331HEL,Online-Website
SUN0YKN,2023-02-26 00:00:00,26131,POL6303HEL,Online-App
SUN0YL,2022-11-13 00:00:00,19539,POL5319HEL,Offline-Agent
SUN0YMG,2023-03-03 00:00:00,15498,POL3309HEL,Offline-Agent
SUN0YNO,2023-02-25 00:00:00,27017,POL6303HEL,Offline-Direct
SUN0YP5,2022-12-20 00:00:00,24342,POL6303HEL,Offline-Agent
SUN0YR,2023-03-20 00:00:00,5460,POL4321HEL,Online-Website
SUN0YS,2022-11-12 00:00:00,14760,POL3309HEL,Offline-Direct
SUN0YSG,2023-03-24 00:00:00,104422,POL1048HEL,Offline-Agent
SUN0YT,2023-04-06 00:00:00,8899,POL4331HEL,Offline-Agent
SUN0YV,2023-01-23 00:00:00,16279,POL3309HEL,Offline-Agent
SUN0YVH,2022-12-27 00:00:00,7140,POL4321HEL,Offline-Direct
SUN0YX,2023-03-16 00:00:00,27705,POL5319HEL,Offline-Direct
SUN0YY,2023-04-19 00:00:00,6458,POL4321HEL,Online-App
SUN0Z,2023-01-16 00:00:00,66759,POL9221HEL,Online-App
SUN0Z0,2023-03-11 00:00:00,92374,POL1048HEL,Offline-Agent
SUN0Z43,2022-11-05 00:00:00,35187,POL6093HEL,Offline-Direct
SUN0Z5F,2023-04-08 00:00:00,5460,POL4321HEL,Offline-Agent
SUN0Z5S,2022-12-11 00:00:00,46238,POL6093HEL,Offline-Direct
SUN0Z7,2022-12-04 00:00:00,13464,POL3309HEL,Offline-Agent
SUN0Z8E,2023-03-24 00:00:00,8190,POL4331HEL,Offline-Agent
SUN0Z8W,2022-12-06 00:00:00,6120,POL4321HEL,Online-App
SUN0Z9,2022-12-05 00:00:00,24123,POL6303HEL,Offline-Agent
SUN0Z9P,2022-12-03 00:00:00,28070,POL6303HEL,Offline-Agent
SUN0Z9Q,2023-04-15 00:00:00,55335,POL9221HEL,Online-Website
SUN0ZBK,2023-01-26 00:00:00,10939,POL4331HEL,Offline-Direct
SUN0ZDX,2023-02-08 00:00:00,134724,POL2005HEL,Online-App
SUN0ZE,2022-11-26 00:00:00,5000,POL4321HEL,Offline-Agent
SUN0ZF3,2023-04-04 00:00:00,9056,POL4331HEL,Offline-Agent
SUN0ZJ,2022-11-23 00:00:00,7875,POL4331HEL,Offline-Agent
